1,505
2,508
3,509
4,509
5,509
6,508
7,508
8,510
9,511
10,509
11,509
12,512
13,512
14,514
15,516
16,519
17,521
18,521
19,521
20,523
21,526
22,526
23,527
24,527
25,525
26,523
27,522
28,521
29,521
30,521
31,521
32,521
33,522
34,523
35,522
36,520
37,518
38,516
39,515
40,516
41,516
42,517
43,517
44,515
45,514
46,516
47,515
48,513
49,512
50,510
51,507
52,506
53,504
54,502
55,501
56,500
57,500
58,502
59,503
60,504
61,504
62,503
63,502
64,501
65,499
66,497
67,496
68,496
69,494
70,493
71,492
72,492
73,492
74,491
75,488
76,486
77,486
78,485
79,486
80,486
81,485
82,484
83,484
84,485
85,483
86,483
87,484
88,481
89,480
90,481
91,481
92,481
93,483
94,482
95,481
96,480
97,481
98,482
99,484
100,486
101,485
102,484
103,485
104,484
105,483
106,483
107,482
108,481
109,483
110,485
111,487
112,491
113,495
114,495
115,498
116,504
117,507
118,507
119,504
120,503
121,511
122,521
123,522
124,519
125,517
126,517
127,516
128,515
129,518
130,524
131,531
132,532
133,533
134,541
135,551
136,557
137,555
138,546
139,541
140,539
141,539
142,543
143,543
144,541
145,542
146,546
147,551
148,554
149,555
150,557
151,562
152,565
153,568
154,567
155,564
156,567
157,571
158,573
159,568
160,564
161,561
162,560
163,565
164,565
165,567
166,567
167,564
168,564
169,565
170,566
171,562
172,561
173,561
174,562
175,561
176,560
177,559
178,558
179,559
180,556
181,554
182,554
183,555
184,558
185,556
186,552
187,551
188,550
189,548
190,548
191,549
192,551
193,551
194,551
195,553
196,557
197,559
198,562
199,565
200,569
201,572
202,573
203,574
204,576
205,578
206,579
207,578
208,577
209,575
210,579
211,581
212,581
213,585
214,589
215,590
216,592
217,592
218,589
219,587
220,585
221,585
222,586
223,587
224,584
225,578
226,579
227,582
228,582
229,581
230,582
231,580
232,576
233,573
234,570
235,567
236,565
237,563
238,559
239,559
240,561
241,560
242,555
243,552
244,546
245,543
246,540
247,536
248,532
249,528
250,525
251,521
252,518
253,518
254,517
255,516
256,515
257,513
258,510
259,509
260,510
261,510
262,511
263,512
264,513
265,513
266,513
267,512
268,511
269,511
270,511
271,510
272,508
273,508
274,507
275,505
276,505
277,504
278,503
279,501
280,500
281,499
282,498
283,497
284,497
285,495
286,494
287,492
288,492
289,491
290,490
291,489
292,490
293,490
294,489
295,489
296,489
297,489
298,489
299,489
300,488
301,486
302,486
303,485
304,485
305,485
306,484
307,483
308,481
309,480
310,480
311,478
312,477
313,477
314,476
315,475
316,474
317,473
318,472
319,471
320,471
321,470
322,468
323,466
324,465
325,463
326,463
327,462
328,460
329,458
330,456
331,454
332,452
333,450
334,448
335,446
336,445
337,443
338,442
339,440
340,439
341,438
342,437
343,436
344,436
345,435
346,434
347,432
348,430
349,428
350,427
351,425
352,423
353,421
354,418
355,416
356,414
357,412
358,411
359,409
360,406
361,404
362,401
363,399
364,397
365,395
366,394
367,391
368,389
369,387
370,385
371,383
372,382
373,380
374,377
375,375
376,374
377,372
378,368
379,365
380,362
381,360
382,359
383,358
384,357
385,355
386,353
387,351
388,350
389,349
390,348
391,346
392,345
393,343
394,342
395,341
396,341
397,340
398,340
399,339
400,338
401,337
402,337
403,336
404,336
405,335
406,334
407,333
408,332
409,332
410,331
411,331
412,330
413,330
414,330
415,329
416,329
417,329
418,329
419,329
420,329
421,328
422,328
423,327
424,326
425,326
426,326
427,326
428,325
429,325
430,324
431,324
432,324
433,323
434,323
435,323
436,322
437,321
438,321
439,321
440,321
441,321
442,320
443,320
444,320
445,319
446,319
447,319
448,319
449,319
450,319
451,319
452,318
453,318
454,318
455,318
456,317
457,317
458,317
459,316
460,316
461,315
462,315
463,315
464,315
465,314
466,314
467,313
468,313
469,313
470,313
471,313
472,313
473,313
474,313
475,313
476,312
477,312
478,312
479,312
480,312
481,311
482,312
483,311
484,312
485,313
486,314
487,315
488,315
489,314
490,314
491,313
492,314
493,314
494,314
495,314
496,314
497,314
498,313
499,313
500,314
501,313
502,313
503,313
504,312
505,312
506,312
507,312
508,312
509,312
510,312
511,312
512,312
513,311
514,312
515,312
516,312
517,312
518,312
519,311
520,312
521,311
522,311
523,311
524,311
525,311
526,310
527,310
528,310
529,309
530,309
531,309
532,309
533,309
534,309
535,309
536,309
537,308
538,309
539,309
540,309
541,309
542,310
543,310
544,310
545,310
546,310
547,310
548,310
549,310
550,309
551,309
552,308
553,308
554,308
555,308
556,307
557,307
558,307
559,307
560,306
561,306
562,306
563,306
564,306
565,306
566,306
567,307
568,307
569,307
570,306
571,307
572,307
573,306
574,306
575,306
576,305
577,305
578,305
579,305
580,305
581,305
582,304
583,304
584,304
585,304
586,304
587,304
588,305
589,305
590,304
591,305
592,305
593,305
594,305
595,305
596,305
597,305
598,304
599,304
600,304
601,305
602,304
603,304
604,304
605,304
606,303
607,303
608,304
609,304
610,304
611,304
612,304
613,304
614,304
615,305
616,305
617,305
618,305
619,305
620,305
621,304
622,304
623,304
624,304
625,304
626,304
627,304
628,303
629,304
630,303
631,303
632,303
633,304
634,304
635,303
636,304
637,304
638,304
639,304
640,304
641,304
642,304
643,303
644,303
645,302
646,302
647,302
648,301
649,302
650,301
651,301
652,301
653,301
654,301
655,301
656,301
657,300
658,301
659,300
660,300
661,301
662,301
663,301
664,300
665,300
666,300
667,301
668,301
669,301
670,301
671,301
672,300
673,300
674,300
675,300
676,300
677,301
678,301
679,300
680,301
681,300
682,300
683,300
684,300
685,299
686,299
687,299
688,299
689,299
690,300
691,300
692,300
693,300
694,301
695,300
696,300
697,300
698,300
699,300
700,300
701,300
702,300
703,300
704,300
705,300
706,300
707,300
708,300
709,301
710,300
711,300
712,301
713,300
714,301
715,301
716,301
717,301
718,301
719,302
720,301
721,302
722,302
723,302
724,303
725,303
726,303
727,303
728,303
729,304
730,304
731,305
732,305
733,305
734,304
735,304
736,305
737,305
738,305
739,305
740,305
741,305
742,305
743,306
744,307
745,307
746,307
747,307
748,309
749,311
750,315
751,318
752,322
753,330
754,339
755,348
756,354
757,358
758,359
759,360
760,362
761,362
762,359
763,357
764,355
765,353
766,352
767,355
768,355
769,355
770,356
771,357
772,359
773,358
774,357
775,356
776,356
777,355
778,353
779,352
780,353
781,356
782,359
783,362
784,364
785,366
786,370
787,374
788,379
789,385
790,390
791,394
792,398
793,400
794,402
795,403
796,405
797,405
798,404
799,405
800,405
801,405
802,404
803,404
804,404
805,405
806,406
807,407
808,409
809,409
810,410
811,413
812,416
813,419
814,421
815,423
816,424
817,425
818,426
819,428
820,428
821,428
822,426
823,425
824,424
825,423
826,422
827,420
828,419
829,419
830,418
831,417
832,417
833,417
834,416
835,416
836,415
837,415
838,416
839,417
840,420
841,423
842,426
843,428
844,430
845,432
846,434
847,436
848,438
849,439
850,440
851,440
852,439
853,439
854,439
855,438
856,436
857,436
858,435
859,434
860,433
861,432
862,431
863,431
864,430
865,430
866,431
867,433
868,436
869,438
870,439
871,439
872,440
873,441
874,444
875,447
876,449
877,450
878,450
879,451
880,451
881,452
882,453
883,454
884,454
885,453
886,453
887,453
888,452
889,451
890,450
891,449
892,448
893,447
894,446
895,446
896,444
897,444
898,443
899,442
900,441
901,439
902,438
903,438
904,437
905,437
906,436
907,435
908,434
909,434
910,434
911,436
912,438
913,439
914,440
915,441
916,442
917,444
918,446
919,448
920,449
921,449
922,449
923,449
924,449
925,450
926,449
927,449
928,447
929,446
930,446
931,446
932,446
933,445
934,445
935,444
936,443
937,443
938,444
939,444
940,444
941,444
942,444
943,444
944,445
945,447
946,449
947,451
948,452
949,452
950,452
951,452
952,452
953,453
954,453
955,452
956,451
957,451
958,451
959,452
960,452
961,452
962,452
963,451
964,449
965,448
966,447
967,448
968,449
969,451
970,454
971,456
972,457
973,460
974,463
975,467
976,469
977,472
978,475
979,480
980,484
981,487
982,490
983,492
984,494
985,495
986,496
987,496
988,497
989,497
990,497
991,498
992,498
993,498
994,498
995,498
996,497
997,497
998,497
999,497
1000,498
1001,498
1002,499
1003,499
1004,499
1005,498
1006,500
1007,500
1008,499
1009,499
1010,499
1011,499
1012,498
1013,498
1014,498
1015,498
1016,499
1017,499
1018,499
1019,498
1020,498
1021,498
1022,498
1023,498
1024,499
1025,499
1026,498
1027,497
1028,498
1029,498
1030,498
1031,499
1032,499
1033,499
1034,499
1035,498
1036,499
1037,498
1038,499
1039,499
1040,500
1041,501
1042,500
1043,500
1044,500
1045,501
1046,501
1047,502
1048,502
1049,502
1050,502
1051,502
1052,502
1053,502
1054,503
1055,503
1056,504
1057,504
1058,504
1059,503
1060,501
1061,498
1062,496
1063,496
1064,498
1065,499
1066,499
1067,499
1068,499
1069,502
1070,501
1071,500
1072,500
1073,502
1074,501
1075,501
1076,502
1077,501
1078,503
1079,506
1080,508
1081,509
1082,509
1083,509
1084,511
1085,511
1086,511
1087,511
1088,512
1089,513
1090,513
1091,513
1092,514
1093,515
1094,517
1095,517
1096,518
1097,518
1098,518
1099,517
1100,517
1101,517
1102,517
1103,517
1104,516
1105,515
1106,515
1107,515
1108,515
1109,516
1110,517
1111,518
1112,517
1113,517
1114,518
1115,518
1116,518
1117,519
1118,520
1119,522
1120,521
1121,521
1122,521
1123,521
1124,521
1125,523
1126,523
1127,524
1128,522
1129,521
1130,522
1131,522
1132,522
1133,523
1134,524
1135,524
1136,523
1137,522
1138,523
1139,523
1140,524
1141,525
1142,525
1143,525
1144,525
1145,525
1146,525
1147,526
1148,527
1149,526
1150,525
1151,525
1152,526
1153,526
1154,525
1155,525
1156,524
1157,523
1158,522
1159,521
1160,521
1161,522
1162,522
1163,522
1164,522
1165,522
1166,523
1167,523
1168,523
1169,522
1170,522
1171,522
1172,521
1173,521
1174,522
1175,522
1176,523
1177,524
1178,525
1179,525
1180,524
1181,525
1182,525
1183,526
1184,527
1185,527
1186,526
1187,524
1188,524
1189,524
1190,524
1191,523
1192,524
1193,523
1194,522
1195,522
1196,523
1197,523
1198,524
1199,525
1200,524
1201,523
1202,523
1203,523
1204,525
1205,524
1206,524
1207,522
1208,522
1209,522
1210,521
1211,521
1212,521
1213,518
,517
,518
,520
,521
,521
,523
,523
,523
,524
,525
,526
,526
,527
,527
,526
,526
,526
,526
,527
,527
,526
,525
,525
,524
,525
,526
,527
,528
,527
,527
,528
