1,469
2,471
3,472
4,473
5,474
6,473
7,472
8,474
9,475
10,474
11,473
12,476
13,476
14,478
15,480
16,482
17,483
18,485
19,485
20,486
21,488
22,489
23,490
24,490
25,489
26,487
27,485
28,485
29,484
30,484
31,485
32,484
33,484
34,486
35,485
36,484
37,482
38,480
39,479
40,480
41,479
42,480
43,480
44,479
45,478
46,479
47,479
48,476
49,476
50,474
51,472
52,471
53,469
54,468
55,466
56,465
57,466
58,467
59,467
60,468
61,469
62,467
63,466
64,466
65,464
66,462
67,462
68,461
69,460
70,458
71,457
72,457
73,457
74,456
75,454
76,452
77,451
78,451
79,450
80,451
81,451
82,450
83,450
84,450
85,449
86,449
87,449
88,448
89,446
90,446
91,446
92,447
93,448
94,448
95,446
96,446
97,447
98,447
99,450
100,451
101,450
102,450
103,450
104,450
105,449
106,448
107,447
108,446
109,447
110,450
111,451
112,456
113,459
114,460
115,461
116,467
117,471
118,472
119,469
120,467
121,473
122,482
123,484
124,482
125,480
126,480
127,480
128,478
129,480
130,486
131,493
132,495
133,494
134,500
135,509
136,516
137,516
138,509
139,502
140,500
141,500
142,503
143,505
144,502
145,502
146,505
147,510
148,514
149,516
150,516
151,520
152,524
153,526
154,525
155,522
156,525
157,529
158,531
159,529
160,523
161,522
162,519
163,523
164,524
165,525
166,526
167,523
168,522
169,523
170,524
171,521
172,520
173,520
174,521
175,521
176,519
177,519
178,518
179,518
180,516
181,515
182,513
183,514
184,516
185,516
186,513
187,511
188,511
189,509
190,508
191,509
192,512
193,512
194,511
195,513
196,515
197,517
198,520
199,524
200,526
201,529
202,532
203,532
204,533
205,535
206,536
207,535
208,535
209,533
210,535
211,538
212,538
213,539
214,544
215,546
216,547
217,548
218,545
219,544
220,542
221,542
222,542
223,543
224,541
225,536
226,534
227,538
228,538
229,537
230,537
231,537
232,533
233,530
234,528
235,525
236,523
237,522
238,518
239,517
240,519
241,519
242,514
243,512
244,506
245,503
246,500
247,497
248,493
249,490
250,486
251,483
252,481
253,480
254,479
255,478
256,477
257,475
258,473
259,471
260,472
261,472
262,473
263,474
264,475
265,475
266,475
267,475
268,474
269,474
270,474
271,473
272,471
273,470
274,469
275,468
276,468
277,467
278,466
279,464
280,464
281,463
282,462
283,461
284,460
285,460
286,458
287,457
288,456
289,456
290,455
291,455
292,455
293,455
294,454
295,454
296,455
297,454
298,454
299,454
300,454
301,452
302,452
303,451
304,451
305,451
306,450
307,450
308,448
309,448
310,447
311,446
312,445
313,445
314,444
315,442
316,441
317,441
318,440
319,439
320,438
321,438
322,437
323,435
324,433
325,432
326,432
327,431
328,430
329,428
330,426
331,424
332,422
333,421
334,420
335,418
336,416
337,414
338,413
339,412
340,412
341,411
342,409
343,409
344,408
345,407
346,406
347,405
348,403
349,402
350,400
351,399
352,397
353,396
354,393
355,391
356,390
357,388
358,386
359,385
360,382
361,380
362,378
363,375
364,373
365,372
366,370
367,368
368,366
369,364
370,362
371,361
372,359
373,358
374,356
375,354
376,353
377,351
378,348
379,344
380,341
381,340
382,339
383,338
384,337
385,336
386,334
387,332
388,331
389,329
390,329
391,328
392,326
393,325
394,323
395,322
396,322
397,321
398,321
399,320
400,319
401,319
402,319
403,318
404,318
405,317
406,316
407,315
408,315
409,313
410,313
411,313
412,312
413,312
414,312
415,311
416,311
417,312
418,312
419,311
420,311
421,311
422,311
423,310
424,309
425,309
426,308
427,308
428,308
429,307
430,307
431,307
432,307
433,306
434,306
435,306
436,305
437,304
438,304
