Record Length,2.500000e+03,, -12.500000000000,   0.42400,
Sample Interval,1.000000e-02,, -12.490000000000,   0.39200,
Trigger Point,1.250000000000e+03,, -12.480000000000,   0.40000,
,,, -12.470000000000,   0.40000,
,,, -12.460000000000,   0.46400,
,,, -12.450000000000,   0.44800,
Source,CH2,, -12.440000000000,   0.39200,
Vertical Units,V,, -12.430000000000,   0.44800,
Vertical Scale,2.000000e-01,, -12.420000000000,   0.44000,
Vertical Offset,0.000000e+00,, -12.410000000000,   0.37600,
Horizontal Units,s,, -12.400000000000,   0.48800,
Horizontal Scale,2.500000e+00,, -12.390000000000,   0.45600,
Pt Fmt,Y,, -12.380000000000,   0.39200,
Yzero,0.000000e+00,, -12.370000000000,   0.47200,
Probe Atten,1.000000e+01,, -12.360000000000,   0.46400,
Model Number,TBS1022,, -12.350000000000,   0.44000,
Serial Number,C031739,, -12.340000000000,   0.45600,
Firmware Version,FV:v26.02,, -12.330000000000,   0.42400,
,,,-012.320000000000,   0.48000,
,,,-012.310000000000,   0.40800,
,,,-012.300000000000,   0.40800,
,,,-012.290000000000,   0.49600,
,,,-012.280000000000,   0.39200,
,,,-012.270000000000,   0.40800,
,,,-012.260000000000,   0.46400,
,,,-012.250000000000,   0.38400,
,,,-012.240000000000,   0.42400,
,,,-012.230000000000,   0.44800,
,,,-012.220000000000,   0.41600,
,,,-012.210000000000,   0.44800,
,,,-012.200000000000,   0.39200,
,,,-012.190000000000,   0.44800,
,,,-012.180000000000,   0.47200,
,,,-012.170000000000,   0.38400,
,,,-012.160000000000,   0.49600,
,,,-012.150000000000,   0.43200,
,,,-012.140000000000,   0.39200,
,,,-012.130000000000,   0.49600,
,,,-012.120000000000,   0.44800,
,,,-012.110000000000,   0.44800,
,,,-012.100000000000,   0.44800,
,,,-012.090000000000,   0.44000,
,,,-012.080000000000,   0.44800,
,,,-012.070000000000,   0.41600,
,,,-012.060000000000,   0.44000,
,,,-012.050000000000,   0.46400,
,,,-012.040000000000,   0.38400,
,,,-012.030000000000,   0.43200,
,,,-012.020000000000,   0.48800,
,,,-012.010000000000,   0.37600,
,,,-012.000000000000,   0.41600,
,,,-011.990000000000,   0.44800,
,,,-011.980000000000,   0.38400,
,,,-011.970000000000,   0.40800,
,,,-011.960000000000,   0.42400,
,,,-011.950000000000,   0.45600,
,,,-011.940000000000,   0.44800,
,,,-011.930000000000,   0.40000,
,,,-011.920000000000,   0.45600,
,,,-011.910000000000,   0.44000,
,,,-011.900000000000,   0.38400,
,,,-011.890000000000,   0.49600,
,,,-011.880000000000,   0.44000,
,,,-011.870000000000,   0.36800,
,,,-011.860000000000,   0.48000,
,,,-011.850000000000,   0.44800,
,,,-011.840000000000,   0.43200,
,,,-011.830000000000,   0.46400,
,,,-011.820000000000,   0.44000,
,,,-011.810000000000,   0.46400,
,,,-011.800000000000,   0.38400,
,,,-011.790000000000,   0.42400,
,,,-011.780000000000,   0.40000,
,,,-011.770000000000,   0.35200,
,,,-011.760000000000,   0.44800,
,,,-011.750000000000,   0.46400,
,,,-011.740000000000,   0.35200,
,,,-011.730000000000,   0.44800,
,,,-011.720000000000,   0.46400,
,,,-011.710000000000,   0.37600,
,,,-011.700000000000,   0.43200,
,,,-011.690000000000,   0.44800,
,,,-011.680000000000,   0.39200,
,,,-011.670000000000,   0.44800,
,,,-011.660000000000,   0.44000,
,,,-011.650000000000,   0.44000,
,,,-011.640000000000,   0.44000,
,,,-011.630000000000,   0.44000,
,,,-011.620000000000,   0.48000,
,,,-011.610000000000,   0.44800,
,,,-011.600000000000,   0.43200,
,,,-011.590000000000,   0.48800,
,,,-011.580000000000,   0.42400,
,,,-011.570000000000,   0.39200,
,,,-011.560000000000,   0.52000,
,,,-011.550000000000,   0.40800,
,,,-011.540000000000,   0.38400,
,,,-011.530000000000,   0.49600,
,,,-011.520000000000,   0.37600,
,,,-011.510000000000,   0.41600,
,,,-011.500000000000,   0.41600,
,,,-011.490000000000,   0.39200,
,,,-011.480000000000,   0.40800,
,,,-011.470000000000,   0.44800,
,,,-011.460000000000,   0.44000,
,,,-011.450000000000,   0.44800,
,,,-011.440000000000,   0.41600,
,,,-011.430000000000,   0.44800,
,,,-011.420000000000,   0.46400,
,,,-011.410000000000,   0.40000,
,,,-011.400000000000,   0.46400,
,,,-011.390000000000,   0.46400,
,,,-011.380000000000,   0.40800,
,,,-011.370000000000,   0.49600,
,,,-011.360000000000,   0.43200,
,,,-011.350000000000,   0.43200,
,,,-011.340000000000,   0.44800,
,,,-011.330000000000,   0.45600,
,,,-011.320000000000,   0.40800,
,,,-011.310000000000,   0.42400,
,,,-011.300000000000,   0.40000,
,,,-011.290000000000,   0.44000,
,,,-011.280000000000,   0.44000,
,,,-011.270000000000,   0.40800,
,,,-011.260000000000,   0.47200,
,,,-011.250000000000,   0.38400,
